Site	Sample depth	Age	Mg/Ca	Mg/Ca adj.	Taxa	Paleodepth	Reference	
ODP0806	238.160	7.392	2.15	2.22	Oridorsalis umbonatus	2669	LearRosenthalWright03
ODP0806	238.160	7.392	1.62	1.87	Cibicidoides mundulus	2669	LearRosenthalWright03
ODP0926	200.010	7.394	1.30	1.83	Cibicidoides wuellerstorfi	3656	LearRosenthalWrightEdit03
ODP0926	200.010	7.394	1.70	1.89	Oridorsalis umbonatus	3656	LearRosenthalWrightEdit03
ODP0926	200.010	7.394	1.33	2.32	Nuttallides umbonifera	3656	LearRosenthalWrightEdit03
ODP0926	200.010	7.394	1.58	1.98	Cibicidoides mundulus	3656	LearRosenthalWrightEdit03
ODP0926	201.560	7.497	1.73	2.15	Cibicidoides mundulus	3656	LearRosenthalWrightEdit03
ODP0926	201.560	7.497	1.57	1.76	Oridorsalis umbonatus	3656	LearRosenthalWrightEdit03
ODP0926	201.560	7.497			Nuttallides umbonifera	3656	LearRosenthalWrightEdit03
ODP0926	202.910	7.598	1.15	1.62	Cibicidoides wuellerstorfi	3655	LearRosenthalWrightEdit03
ODP0926	202.910	7.598	0.85	1.80	Nuttallides umbonifera	3655	LearRosenthalWrightEdit03
ODP0926	202.910	7.598	1.53	1.92	Cibicidoides mundulus	3655	LearRosenthalWrightEdit03
ODP0926	202.910	7.598	2.05	2.24	Oridorsalis umbonatus	3655	LearRosenthalWrightEdit03
ODP0806	247.660	7.616	1.93	1.99	Oridorsalis umbonatus	2675	LearRosenthalWright03
ODP0806	247.660	7.616	1.53	1.98	Cibicidoides wuellerstorfi	2675	LearRosenthalWright03
ODP0806	247.660	7.616	1.57	1.81	Cibicidoides mundulus	2675	LearRosenthalWright03
ODP0926	203.890	7.646			Oridorsalis umbonatus	3656	LearRosenthalWrightEdit03
ODP0926	204.760	7.687	0.86	1.81	Nuttallides umbonifera	3656	LearRosenthalWrightEdit03
ODP0926	204.760	7.687			Pullenia bulloides	3656	LearRosenthalWrightEdit03
ODP0926	204.760	7.687	1.83	2.02	Oridorsalis umbonatus	3656	LearRosenthalWrightEdit03
ODP0926	204.940	7.696	1.87	2.06	Oridorsalis umbonatus	3656	LearRosenthalWrightEdit03
ODP0926	206.040	7.771	1.68	1.87	Oridorsalis umbonatus	3656	LearRosenthalWrightEdit03
ODP0926	206.560	7.798			Nuttallides umbonifera	3656	LearRosenthalWrightEdit03
ODP0926	206.560	7.798	1.85	2.04	Oridorsalis umbonatus	3656	LearRosenthalWrightEdit03
ODP0926	206.560	7.798	1.54	2.18	Cibicidoides wuellerstorfi	3656	LearRosenthalWrightEdit03
ODP0806	257.160	7.823	1.60	2.08	Cibicidoides wuellerstorfi	2681	LearRosenthalWright03
ODP0806	257.160	7.823	2.12	2.19	Oridorsalis umbonatus	2681	LearRosenthalWright03
ODP0806	257.160	7.823	1.70	1.96	Cibicidoides mundulus	2681	LearRosenthalWright03
ODP0806	257.160	7.823	1.58	2.06	Cibicidoides wuellerstorfi	2681	LearRosenthalWright03
ODP0806	276.350	8.109	1.56	2.03	Cibicidoides wuellerstorfi	2693	LearRosenthalWright03
DSDP573	121.900	8.277	0.88	1.92	Nuttallides umbonifera	4146	LearElderfieldOthers00
ODP0806	276.350	8.330	2.16	2.23	Oridorsalis umbonatus	2693	LearRosenthalWright03
ODP0806	276.350	8.330	1.62	1.87	Cibicidoides mundulus	2693	LearRosenthalWright03
ODP0806	285.750	8.593	2.03	2.10	Oridorsalis umbonatus	2698	LearRosenthalWright03
ODP0806	285.750	8.593	1.56	2.03	Cibicidoides wuellerstorfi	2698	LearRosenthalWright03
ODP0806	285.750	8.593	1.62	1.87	Cibicidoides mundulus	2698	LearRosenthalWright03
ODP0806	295.250	8.855	1.65	2.16	Cibicidoides wuellerstorfi	2704	LearRosenthalWright03
DSDP573	131.170	8.918	0.81	1.84	Nuttallides umbonifera	4132	LearElderfieldOthers00
ODP0806	304.750	9.002	1.62	2.11	Cibicidoides wuellerstorfi	2710	LearRosenthalWright03
ODP0806	323.770	9.614	1.91	1.98	Oridorsalis umbonatus	2722	LearRosenthalWright03
ODP0806	323.770	9.614	1.75	2.04	Cibicidoides mundulus	2722	LearRosenthalWright03
ODP0806	333.500	9.808	2.21	2.28	Oridorsalis umbonatus	2728	LearRosenthalWright03
ODP0806	333.500	9.808	1.70	2.23	Cibicidoides wuellerstorfi	2728	LearRosenthalWright03
ODP0806	333.500	9.808	1.48	1.72	Cibicidoides mundulus	2728	LearRosenthalWright03
ODP0806	352.910	10.250	2.04	2.12	Oridorsalis umbonatus	2740	LearRosenthalWright03
ODP0806	352.910	10.250	1.70	1.98	Cibicidoides mundulus	2740	LearRosenthalWright03
ODP0806	362.490	10.500	2.10	2.18	Oridorsalis umbonatus	2746	LearRosenthalWright03
ODP0806	362.490	10.500	1.53	1.78	Cibicidoides mundulus	2746	LearRosenthalWright03
ODP0926	256.280	11.079	0.93	1.88	Nuttallides umbonifera	3650	LearRosenthalWrightEdit03
ODP0926	256.280	11.079	1.35	1.91	Cibicidoides wuellerstorfi	3650	LearRosenthalWrightEdit03
ODP0926	256.280	11.079	1.44	1.63	Oridorsalis umbonatus	3650	LearRosenthalWrightEdit03
ODP0806	391.610	11.220	1.66	1.93	Cibicidoides mundulus	2764	LearRosenthalWright03
ODP0806	391.610	11.220	1.87	1.95	Oridorsalis umbonatus	2764	LearRosenthalWright03
ODP0926	258.880	11.295	1.47	1.66	Oridorsalis umbonatus	3649	LearRosenthalWrightEdit03
ODP0926	258.880	11.295	1.41	1.77	Cibicidoides mundulus	3649	LearRosenthalWrightEdit03
ODP0926	258.880	11.295	1.46	2.05	Cibicidoides wuellerstorfi	3649	LearRosenthalWrightEdit03
ODP0926	261.530	11.495	1.46	1.65	Oridorsalis umbonatus	3648	LearElderfieldOthers00
ODP0926	261.530	11.495	1.66	2.07	Cibicidoides mundulus	3648	LearElderfieldOthers00
ODP0926	261.530	11.495	1.09	1.54	Cibicidoides wuellerstorfi	3648	LearElderfieldOthers00
ODP0806	410.820	11.731	1.96	2.04	Oridorsalis umbonatus	2776	LearRosenthalWright03
ODP0806	410.820	11.731	1.55	1.80	Cibicidoides mundulus	2776	LearRosenthalWright03
ODP0806	410.820	11.731	1.69	2.22	Cibicidoides wuellerstorfi	2776	LearRosenthalWright03
ODP0926	263.930	11.732	1.55	1.74	Oridorsalis umbonatus	3647	LearElderfieldOthers00
ODP0926	263.930	11.732	1.28	1.61	Cibicidoides mundulus	3647	LearElderfieldOthers00
ODP0926	263.930	11.732	1.30	1.83	Cibicidoides wuellerstorfi	3647	LearElderfieldOthers00
ODP0806	401.180	11.737	1.53	1.78	Cibicidoides mundulus	2770	LearRosenthalWright03
ODP0806	401.180	11.737	2.07	2.15	Oridorsalis umbonatus	2770	LearRosenthalWright03
ODP1171	125.000	11.767	1.61	1.77	Cibicidoides mundulus	1916	ShevenellKennettOthers08
ODP1171	126.200	11.833	1.73	1.92	Cibicidoides mundulus	1914	ShevenellKennettOthers08
ODP1171	126.600	11.855	1.58	1.75	Cibicidoides mundulus	1914	ShevenellKennettOthers08
ODP1171	127.000	11.875	1.63	1.80	Cibicidoides mundulus	1914	ShevenellKennettOthers08
ODP0926	265.730	11.884	1.44	1.80	Cibicidoides mundulus	3646	LearRosenthalWrightEdit03
ODP0926	265.730	11.884	1.77	1.95	Oridorsalis umbonatus	3646	LearRosenthalWrightEdit03
ODP0926	265.730	11.884	1.32	1.86	Cibicidoides wuellerstorfi	3646	LearRosenthalWrightEdit03
ODP1171	127.400	11.897	1.36	1.48	Cibicidoides mundulus	1913	ShevenellKennettOthers08
ODP1171	127.800	11.919	1.57	1.73	Cibicidoides mundulus	1913	ShevenellKennettOthers08
ODP1171	128.200	11.941	1.61	1.78	Cibicidoides mundulus	1912	ShevenellKennettOthers08
ODP1171	128.600	11.962	1.50	1.65	Cibicidoides mundulus	1912	ShevenellKennettOthers08
ODP0806	420.500	11.973	1.44	1.67	Cibicidoides mundulus	2782	LearRosenthalWright03
ODP1171	129.000	11.983			Cibicidoides mundulus	1912	ShevenellKennettOthers08
ODP1171	129.400	12.005	1.67	1.85	Cibicidoides mundulus	1911	ShevenellKennettOthers08
ODP1171	130.200	12.038	1.51	1.66	Cibicidoides mundulus	1911	ShevenellKennettOthers08
ODP1171	130.600	12.054	1.30	1.40	Cibicidoides mundulus	1910	ShevenellKennettOthers08
ODP0926	269.040	12.062	1.52	1.90	Cibicidoides mundulus	3646	LearRosenthalWrightEdit03
ODP0926	269.040	12.062			Pullenia bulloides	3646	LearRosenthalWrightEdit03
ODP0926	269.040	12.062	1.58	1.77	Oridorsalis umbonatus	3646	LearRosenthalWrightEdit03
ODP0926	269.040	12.062	1.24	1.74	Cibicidoides wuellerstorfi	3646	LearRosenthalWrightEdit03
ODP1171	130.800	12.062	1.52	1.67	Cibicidoides mundulus	1910	ShevenellKennettOthers08
ODP1171	131.000	12.070	1.53	1.68	Cibicidoides mundulus	1910	ShevenellKennettOthers08
ODP1171	131.400	12.085	1.39	1.51	Cibicidoides mundulus	1910	ShevenellKennettOthers08
ODP1171	131.800	12.101	1.45	1.58	Cibicidoides mundulus	1910	ShevenellKennettOthers08
ODP1171	132.200	12.116	1.61	1.78	Cibicidoides mundulus	1909	ShevenellKennettOthers08
ODP1171	132.600	12.135	1.28	1.38	Cibicidoides mundulus	1909	ShevenellKennettOthers08
ODP1171	133.000	12.154	1.60	1.76	Cibicidoides mundulus	1909	ShevenellKennettOthers08
ODP0926	272.510	12.224	1.53	1.72	Oridorsalis umbonatus	3646	LearRosenthalWrightEdit03
ODP0926	272.510	12.224	1.54	1.92	Cibicidoides mundulus	3646	LearRosenthalWrightEdit03
ODP0926	272.510	12.224	1.28	1.81	Cibicidoides wuellerstorfi	3646	LearRosenthalWrightEdit03
ODP1171	137.700	12.393	1.75	1.95	Cibicidoides mundulus	1904	ShevenellKennettOthers08
ODP0926	275.340	12.425	1.60	2.00	Cibicidoides mundulus	3646	LearRosenthalWrightEdit03
ODP0926	275.340	12.425	1.15	1.63	Cibicidoides wuellerstorfi	3646	LearRosenthalWrightEdit03
ODP0926	275.340	12.425	1.66	1.85	Oridorsalis umbonatus	3646	LearRosenthalWrightEdit03
ODP1171	138.300	12.425	1.62	1.78	Cibicidoides mundulus	1904	ShevenellKennettOthers08
DSDP573	176.520	12.434	1.35	1.78	Cibicidoides mundulus	4042	LearElderfieldOthers00
ODP0926	277.430	12.656	1.17	1.66	Cibicidoides wuellerstorfi	3644	LearRosenthalWrightEdit03
ODP0926	277.430	12.656	1.58	1.77	Oridorsalis umbonatus	3644	LearRosenthalWrightEdit03
ODP1171	144.200	12.786	1.63	1.80	Cibicidoides mundulus	1896	ShevenellKennettOthers08
ODP1171	145.500	12.856	1.71	1.90	Cibicidoides mundulus	1895	ShevenellKennettOthers08
DSDP573	185.810	12.864	1.11	1.49	Cibicidoides mundulus	4033	LearElderfieldOthers00
ODP0926	280.730	12.870	1.08	1.53	Cibicidoides wuellerstorfi	3643	LearRosenthalWrightEdit03
ODP0926	280.730	12.870	1.68	2.10	Cibicidoides mundulus	3643	LearRosenthalWrightEdit03
ODP0926	280.730	12.870	2.03	2.22	Oridorsalis umbonatus	3643	LearRosenthalWrightEdit03
ODP1171	145.900	12.880	1.67	1.84	Cibicidoides mundulus	1894	ShevenellKennettOthers08
ODP1171	146.300	12.900	1.62	1.79	Cibicidoides mundulus	1894	ShevenellKennettOthers08
ODP1171	146.700	12.917	1.31	1.41	Cibicidoides mundulus	1893	ShevenellKennettOthers08
ODP1171	147.100	12.934	1.61	1.78	Cibicidoides mundulus	1893	ShevenellKennettOthers08
ODP1171	147.500	12.951	1.39	1.52	Cibicidoides mundulus	1893	ShevenellKennettOthers08
ODP1171	147.900	12.969	1.52	1.67	Cibicidoides mundulus	1893	ShevenellKennettOthers08
ODP1171	148.300	12.986	1.61	1.77	Cibicidoides mundulus	1892	ShevenellKennettOthers08
ODP1171	148.800	13.008	1.84	2.05	Cibicidoides mundulus	1892	ShevenellKennettOthers08
ODP1171	149.200	13.030	1.61	1.78	Cibicidoides mundulus	1891	ShevenellKennettOthers08
ODP1171	149.400	13.042	1.75	1.94	Cibicidoides mundulus	1891	ShevenellKennettOthers08
ODP0926	284.560	13.051	1.62	1.80	Oridorsalis umbonatus	3644	LearRosenthalWrightEdit03
ODP0926	284.560	13.051	1.16	1.47	Cibicidoides mundulus	3644	LearRosenthalWrightEdit03
ODP0926	284.560	13.051	1.22	1.71	Cibicidoides wuellerstorfi	3644	LearRosenthalWrightEdit03
ODP1171	150.000	13.075	1.57	1.73	Cibicidoides mundulus	1890	ShevenellKennettOthers08
ODP0926	287.160	13.239	1.57	1.75	Oridorsalis umbonatus	3643	LearRosenthalWrightEdit03
ODP0926	287.160	13.239	1.25	1.76	Cibicidoides wuellerstorfi	3643	LearRosenthalWrightEdit03
DSDP573	195.590	13.271	1.45	1.89	Cibicidoides mundulus	4024	LearElderfieldOthers00
ODP1171	153.900	13.320	1.67	1.84	Cibicidoides mundulus	1885	ShevenellKennettOthers08
ODP1171	154.300	13.345	1.35	1.46	Cibicidoides mundulus	1884	ShevenellKennettOthers08
ODP1171	154.500	13.358	1.37	1.49	Cibicidoides mundulus	1884	ShevenellKennettOthers08
ODP1171	154.900	13.383	1.65	1.82	Cibicidoides mundulus	1884	ShevenellKennettOthers08
ODP0926	289.790	13.411	1.12	1.58	Cibicidoides wuellerstorfi	3642	LearRosenthalWrightEdit03
ODP0926	289.790	13.411	1.42	1.61	Oridorsalis umbonatus	3642	LearRosenthalWrightEdit03
ODP1171	155.700	13.431	1.67	1.85	Cibicidoides mundulus	1883	ShevenellKennettOthers08
ODP1171	156.100	13.456	1.80	2.00	Cibicidoides mundulus	1882	ShevenellKennettOthers08
ODP0926	291.280	13.468	1.45	1.64	Oridorsalis umbonatus	3643	LearRosenthalWrightEdit03
ODP0926	291.280	13.468	1.53	1.91	Cibicidoides mundulus	3643	LearRosenthalWrightEdit03
ODP0926	291.280	13.468	1.38	1.95	Cibicidoides wuellerstorfi	3643	LearRosenthalWrightEdit03
ODP1171	156.300	13.469	1.83	2.04	Cibicidoides mundulus	1882	ShevenellKennettOthers08
ODP1171	156.500	13.481	1.48	1.61	Cibicidoides mundulus	1881	ShevenellKennettOthers08
ODP1171	156.900	13.506	1.53	1.68	Cibicidoides mundulus	1881	ShevenellKennettOthers08
ODP1171	157.300	13.531	1.67	1.85	Cibicidoides mundulus	1880	ShevenellKennettOthers08
ODP1171	157.500	13.543	1.85	2.06	Cibicidoides mundulus	1880	ShevenellKennettOthers08
ODP1171	157.700	13.555	1.70	1.88	Cibicidoides mundulus	1880	ShevenellKennettOthers08
ODP1171	157.900	13.568	1.74	1.93	Cibicidoides mundulus	1880	ShevenellKennettOthers08
ODP1171	158.100	13.580	1.84	2.05	Cibicidoides mundulus	1879	ShevenellKennettOthers08
ODP1171	158.300	13.593	1.52	1.66	Cibicidoides mundulus	1879	ShevenellKennettOthers08
ODP1171	158.500	13.605	1.66	1.83	Cibicidoides mundulus	1879	ShevenellKennettOthers08
ODP1171	158.700	13.612	1.63	1.79	Cibicidoides mundulus	1879	ShevenellKennettOthers08
ODP1171	158.900	13.620	1.51	1.66	Cibicidoides mundulus	1878	ShevenellKennettOthers08
DSDP573	203.330	13.622	1.56	2.29	Cibicidoides wuellerstorfi	4017	LearElderfieldOthers00
ODP1171	159.100	13.627	1.58	1.74	Cibicidoides mundulus	1878	ShevenellKennettOthers08
ODP1171	159.300	13.634	1.79	1.99	Cibicidoides mundulus	1878	ShevenellKennettOthers08
ODP1171	159.500	13.641	1.71	1.89	Cibicidoides mundulus	1878	ShevenellKennettOthers08
ODP1171	159.700	13.648	1.47	1.61	Cibicidoides mundulus	1878	ShevenellKennettOthers08
ODP1171	159.900	13.658	1.60	1.76	Cibicidoides mundulus	1878	ShevenellKennettOthers08
ODP0926	295.280	13.660	1.38	1.74	Cibicidoides mundulus	3643	LearRosenthalWrightEdit03
ODP0926	295.280	13.660	1.24	1.74	Cibicidoides wuellerstorfi	3643	LearRosenthalWrightEdit03
ODP1171	160.100	13.668	1.45	1.58	Cibicidoides mundulus	1878	ShevenellKennettOthers08
ODP1171	160.300	13.678	1.41	1.53	Cibicidoides mundulus	1877	ShevenellKennettOthers08
ODP1171	160.500	13.688	1.47	1.60	Cibicidoides mundulus	1877	ShevenellKennettOthers08
ODP1171	160.700	13.697	1.58	1.74	Cibicidoides mundulus	1877	ShevenellKennettOthers08
ODP1171	160.900	13.707	1.32	1.42	Cibicidoides mundulus	1877	ShevenellKennettOthers08
ODP1171	161.100	13.717	1.68	1.85	Cibicidoides mundulus	1877	ShevenellKennettOthers08
ODP1171	161.300	13.727	1.71	1.89	Cibicidoides mundulus	1877	ShevenellKennettOthers08
ODP1171	161.700	13.752	1.68	1.86	Cibicidoides mundulus	1876	ShevenellKennettOthers08
ODP1171	161.900	13.767	1.49	1.63	Cibicidoides mundulus	1876	ShevenellKennettOthers08
ODP1171	162.100	13.781	1.60	1.76	Cibicidoides mundulus	1875	ShevenellKennettOthers08
ODP1171	162.300	13.795	1.56	1.72	Cibicidoides mundulus	1875	ShevenellKennettOthers08
ODP0926	298.180	13.801	1.67	1.86	Oridorsalis umbonatus	3643	LearRosenthalWrightEdit03
ODP1171	162.500	13.809	1.54	1.69	Cibicidoides mundulus	1875	ShevenellKennettOthers08
ODP1171	162.700	13.824	1.73	1.92	Cibicidoides mundulus	1874	ShevenellKennettOthers08
ODP0926	298.790	13.840	1.36	1.55	Oridorsalis umbonatus	3643	LearRosenthalWrightEdit03
ODP0926	298.790	13.840	1.20	1.52	Cibicidoides mundulus	3643	LearRosenthalWrightEdit03
ODP1171	163.300	13.867	1.67	1.84	Cibicidoides mundulus	1873	ShevenellKennettOthers08
ODP1171	163.500	13.881	1.61	1.77	Cibicidoides mundulus	1873	ShevenellKennettOthers08
ODP1171	163.700	13.896	1.58	1.74	Cibicidoides mundulus	1873	ShevenellKennettOthers08
ODP1171	163.900	13.909	1.64	1.81	Cibicidoides mundulus	1872	ShevenellKennettOthers08
ODP1171	164.100	13.924	1.64	1.81	Cibicidoides mundulus	1872	ShevenellKennettOthers08
ODP1171	164.300	13.938	1.60	1.76	Cibicidoides mundulus	1871	ShevenellKennettOthers08
ODP1171	164.500	13.953	1.52	1.67	Cibicidoides mundulus	1871	ShevenellKennettOthers08
ODP1171	164.700	13.967	1.67	1.85	Cibicidoides mundulus	1871	ShevenellKennettOthers08
ODP1171	164.900	13.981	1.71	1.90	Cibicidoides mundulus	1870	ShevenellKennettOthers08
ODP1171	165.100	13.995	1.68	1.85	Cibicidoides mundulus	1870	ShevenellKennettOthers08
ODP1171	165.300	14.010	1.64	1.81	Cibicidoides mundulus	1870	ShevenellKennettOthers08
ODP1171	165.500	14.024	1.59	1.75	Cibicidoides mundulus	1869	ShevenellKennettOthers08
ODP1171	165.700	14.038	1.78	1.97	Cibicidoides mundulus	1869	ShevenellKennettOthers08
ODP1171	165.900	14.052	1.77	1.96	Cibicidoides mundulus	1869	ShevenellKennettOthers08
ODP1171	166.100	14.067	1.67	1.84	Cibicidoides mundulus	1868	ShevenellKennettOthers08
ODP1171	166.300	14.081	1.62	1.79	Cibicidoides mundulus	1868	ShevenellKennettOthers08
DSDP573	214.650	14.086	1.40	1.83	Cibicidoides mundulus	4007	LearElderfieldOthers00
ODP1171	166.500	14.095	1.90	2.12	Cibicidoides mundulus	1868	ShevenellKennettOthers08
ODP1171	166.700	14.110	1.61	1.77	Cibicidoides mundulus	1867	ShevenellKennettOthers08
ODP1171	166.900	14.124	1.59	1.75	Cibicidoides mundulus	1867	ShevenellKennettOthers08
ODP1171	167.100	14.139	1.92	2.14	Cibicidoides mundulus	1867	ShevenellKennettOthers08
ODP1171	167.300	14.152	1.76	1.95	Cibicidoides mundulus	1866	ShevenellKennettOthers08
ODP1171	167.700	14.181	1.66	1.83	Cibicidoides mundulus	1866	ShevenellKennettOthers08
ODP1171	167.900	14.196	1.73	1.92	Cibicidoides mundulus	1865	ShevenellKennettOthers08
ODP1171	168.100	14.208	1.55	1.70	Cibicidoides mundulus	1865	ShevenellKennettOthers08
ODP1171	168.300	14.222	1.78	1.97	Cibicidoides mundulus	1865	ShevenellKennettOthers08
ODP1171	168.500	14.235	1.70	1.88	Cibicidoides mundulus	1864	ShevenellKennettOthers08
ODP1171	168.900	14.261	1.57	1.72	Cibicidoides mundulus	1864	ShevenellKennettOthers08
ODP1171	169.100	14.274	1.77	1.96	Cibicidoides mundulus	1863	ShevenellKennettOthers08
ODP1171	169.300	14.288	1.55	1.70	Cibicidoides mundulus	1863	ShevenellKennettOthers08
ODP1171	169.500	14.301	1.85	2.06	Cibicidoides mundulus	1863	ShevenellKennettOthers08
ODP0926	307.180	14.322	1.93	2.12	Oridorsalis umbonatus	3642	LearRosenthalWrightEdit03
ODP1171	169.900	14.327	1.93	2.15	Cibicidoides mundulus	1862	ShevenellKennettOthers08
ODP1171	170.100	14.340	1.61	1.77	Cibicidoides mundulus	1862	ShevenellKennettOthers08
ODP1171	170.300	14.354	1.77	1.96	Cibicidoides mundulus	1862	ShevenellKennettOthers08
ODP1171	170.700	14.379	1.72	1.90	Cibicidoides mundulus	1861	ShevenellKennettOthers08
ODP1171	170.900	14.393	1.49	1.63	Cibicidoides mundulus	1861	ShevenellKennettOthers08
ODP1171	171.100	14.406	1.45	1.58	Cibicidoides mundulus	1860	ShevenellKennettOthers08
ODP1171	171.300	14.419	1.66	1.83	Cibicidoides mundulus	1860	ShevenellKennettOthers08
ODP1171	171.500	14.432	1.88	2.09	Cibicidoides mundulus	1860	ShevenellKennettOthers08
ODP1171	171.700	14.445	1.70	1.88	Cibicidoides mundulus	1859	ShevenellKennettOthers08
ODP1171	171.900	14.459	1.96	2.19	Cibicidoides mundulus	1859	ShevenellKennettOthers08
ODP1171	172.100	14.471	1.52	1.67	Cibicidoides mundulus	1859	ShevenellKennettOthers08
DSDP573	223.980	14.480	1.41	1.84	Cibicidoides mundulus	3998	LearElderfieldOthers00
DSDP573	223.980	14.480	1.70	2.48	Cibicidoides wuellerstorfi	3998	LearElderfieldOthers00
ODP1171	172.300	14.485	1.85	2.06	Cibicidoides mundulus	1858	ShevenellKennettOthers08
ODP1171	172.500	14.498	1.94	2.16	Cibicidoides mundulus	1858	ShevenellKennettOthers08
ODP1171	172.900	14.524	1.86	2.07	Cibicidoides mundulus	1857	ShevenellKennettOthers08
ODP1171	173.100	14.537	1.84	2.05	Cibicidoides mundulus	1857	ShevenellKennettOthers08
ODP1171	173.300	14.551	1.60	1.76	Cibicidoides mundulus	1857	ShevenellKennettOthers08
ODP1171	173.500	14.564	1.43	1.56	Cibicidoides mundulus	1857	ShevenellKennettOthers08
ODP1171	173.900	14.592	1.59	1.75	Cibicidoides mundulus	1856	ShevenellKennettOthers08
ODP1171	174.100	14.608	1.80	2.00	Cibicidoides mundulus	1855	ShevenellKennettOthers08
ODP1171	174.300	14.624	1.59	1.75	Cibicidoides mundulus	1855	ShevenellKennettOthers08
ODP1171	174.500	14.639	1.55	1.70	Cibicidoides mundulus	1855	ShevenellKennettOthers08
ODP1171	174.700	14.656	1.42	1.54	Cibicidoides mundulus	1854	ShevenellKennettOthers08
ODP1171	174.900	14.672	1.72	1.90	Cibicidoides mundulus	1854	ShevenellKennettOthers08
ODP1171	175.100	14.688	1.63	1.80	Cibicidoides mundulus	1853	ShevenellKennettOthers08
ODP1171	175.300	14.703	1.81	2.01	Cibicidoides mundulus	1853	ShevenellKennettOthers08
ODP1171	175.500	14.719	1.59	1.74	Cibicidoides mundulus	1853	ShevenellKennettOthers08
ODP1171	175.700	14.735	1.61	1.77	Cibicidoides mundulus	1852	ShevenellKennettOthers08
ODP1171	175.900	14.752	1.84	2.05	Cibicidoides mundulus	1852	ShevenellKennettOthers08
ODP1171	176.100	14.767	1.53	1.67	Cibicidoides mundulus	1851	ShevenellKennettOthers08
ODP0926	315.180	14.768	2.00	2.19	Oridorsalis umbonatus	3641	LearRosenthalWrightEdit03
ODP0926	315.180	14.768	1.53	2.15	Cibicidoides wuellerstorfi	3641	LearRosenthalWrightEdit03
ODP1171	176.300	14.783	1.56	1.71	Cibicidoides mundulus	1851	ShevenellKennettOthers08
ODP1171	176.700	14.815	1.63	1.79	Cibicidoides mundulus	1850	ShevenellKennettOthers08
ODP1171	176.900	14.829	1.81	2.01	Cibicidoides mundulus	1850	ShevenellKennettOthers08
ODP1171	177.100	14.845	1.46	1.58	Cibicidoides mundulus	1849	ShevenellKennettOthers08
ODP1171	177.500	14.874	1.84	2.05	Cibicidoides mundulus	1849	ShevenellKennettOthers08
ODP1171	177.700	14.889	2.01	2.25	Cibicidoides mundulus	1848	ShevenellKennettOthers08
ODP1171	177.900	14.908	2.02	2.26	Cibicidoides mundulus	1848	ShevenellKennettOthers08
ODP1171	178.100	14.924	1.76	1.95	Cibicidoides mundulus	1847	ShevenellKennettOthers08
ODP1171	178.300	14.940	1.75	1.94	Cibicidoides mundulus	1847	ShevenellKennettOthers08
ODP1171	178.500	14.955	1.46	1.59	Cibicidoides mundulus	1847	ShevenellKennettOthers08
ODP1171	178.700	14.970	1.54	1.69	Cibicidoides mundulus	1846	ShevenellKennettOthers08
ODP1171	178.900	14.986	1.36	1.46	Cibicidoides mundulus	1846	ShevenellKennettOthers08
ODP1171	179.100	15.002	1.54	1.69	Cibicidoides mundulus	1845	ShevenellKennettOthers08
ODP1171	179.300	15.017	1.70	1.87	Cibicidoides mundulus	1845	ShevenellKennettOthers08
ODP1171	179.700	15.049	1.65	1.82	Cibicidoides mundulus	1844	ShevenellKennettOthers08
ODP1171	179.900	15.065	1.42	1.54	Cibicidoides mundulus	1844	ShevenellKennettOthers08
ODP0926	319.640	15.066	1.47	1.84	Cibicidoides mundulus	3640	LearRosenthalWrightEdit03
ODP0926	319.640	15.066	1.84	2.03	Oridorsalis umbonatus	3640	LearRosenthalWrightEdit03
ODP1171	180.100	15.080	1.50	1.63	Cibicidoides mundulus	1843	ShevenellKennettOthers08
ODP1171	180.300	15.095	1.48	1.62	Cibicidoides mundulus	1843	ShevenellKennettOthers08
ODP1171	180.500	15.111	1.53	1.68	Cibicidoides mundulus	1842	ShevenellKennettOthers08
ODP1171	180.700	15.127	1.43	1.55	Cibicidoides mundulus	1842	ShevenellKennettOthers08
ODP1171	182.200	15.235	1.74	1.92	Cibicidoides mundulus	1839	ShevenellKennettOthers08
ODP1171	182.400	15.247	1.68	1.85	Cibicidoides mundulus	1839	ShevenellKennettOthers08
ODP1171	182.600	15.263	1.85	2.06	Cibicidoides mundulus	1839	ShevenellKennettOthers08
ODP1171	182.800	15.274	1.60	1.76	Cibicidoides mundulus	1838	ShevenellKennettOthers08
ODP1171	183.000	15.288	1.64	1.81	Cibicidoides mundulus	1838	ShevenellKennettOthers08
ODP1171	183.200	15.305	1.74	1.92	Cibicidoides mundulus	1838	ShevenellKennettOthers08
ODP1171	183.400	15.319	1.75	1.93	Cibicidoides mundulus	1837	ShevenellKennettOthers08
ODP1171	183.600	15.333	1.53	1.68	Cibicidoides mundulus	1837	ShevenellKennettOthers08
ODP1171	184.000	15.361	1.53	1.68	Cibicidoides mundulus	1836	ShevenellKennettOthers08
ODP1171	184.200	15.375	1.39	1.51	Cibicidoides mundulus	1836	ShevenellKennettOthers08
ODP1171	184.400	15.389	1.43	1.55	Cibicidoides mundulus	1835	ShevenellKennettOthers08
ODP0926	325.640	15.434	2.17	2.35	Oridorsalis umbonatus	3639	LearRosenthalWrightEdit03
ODP0926	325.640	15.434			Cibicidoides mundulus	3639	LearRosenthalWrightEdit03
ODP1171	186.000	15.501	1.38	1.49	Cibicidoides mundulus	1833	ShevenellKennettOthers08
